call_id,put_id,date_entry,date_exit,expiration,dte,stock_price_entry,stock_price_exit,call_delta_entry,put_delta_entry,strangle_price_entry,strangle_price_exit,short_strangle_dollar_pnl,short_strangle_pct_pnl
SPY230515C00419000,SPY230515P00406000,2023-05-08,2023-05-15,2023-05-15,7,412.97,412.49,0.19443,-0.19308,1.63,0.01,1.62,0.9939
SPY230516C00418000,SPY230516P00404000,2023-05-09,2023-05-16,2023-05-16,7,411.28,411.18,0.19284,-0.20159,1.83,0.01,1.82,0.9945
SPY230517C00419000,SPY230517P00407000,2023-05-10,2023-05-17,2023-05-17,7,413.31,415.1,0.20494,-0.18731,1.575,0.01,1.565,0.9937
SPY230518C00418000,SPY230518P00405000,2023-05-11,2023-05-18,2023-05-18,7,411.81,419.06,0.1772,-0.19357,1.5,1.1,0.4,0.2667
SPY230519C00417000,SPY230519P00404000,2023-05-12,2023-05-19,2023-05-19,7,411.11,418.68,0.1773,-0.20189,1.48,1.71,-0.23,-0.1554
SPY230522C00418000,SPY230522P00406000,2023-05-15,2023-05-22,2023-05-22,7,412.49,418.92,0.19252,-0.18518,1.42,0.95,0.47,0.331
SPY230523C00417000,SPY230523P00405000,2023-05-16,2023-05-23,2023-05-23,7,411.18,415.03,0.19859,-0.21422,1.75,0.01,1.74,0.9943
SPY230524C00421000,SPY230524P00409000,2023-05-17,2023-05-24,2023-05-24,7,415.1,411.37,0.19074,-0.20939,1.63,0.04,1.59,0.9755
SPY230525C00425000,SPY230525P00413000,2023-05-18,2023-05-25,2023-05-25,7,419.06,415.55,0.2005,-0.20097,1.62,0.03,1.59,0.9815
SPY230526C00425000,SPY230526P00412500,2023-05-19,2023-05-26,2023-05-26,7,418.68,420.37,0.20246,-0.2058,1.65,0.01,1.64,0.9939
SPY230530C00421000,SPY230530P00407000,2023-05-23,2023-05-30,2023-05-30,7,415.03,420.39,0.19839,-0.19476,1.46,0.07,1.39,0.9521
SPY230531C00418000,SPY230531P00404000,2023-05-24,2023-05-31,2023-05-31,7,411.37,419.01,0.20918,-0.1998,2.09,1.085,1.005,0.4809
SPY230601C00422000,SPY230601P00407000,2023-05-25,2023-06-01,2023-06-01,7,415.55,421.32,0.19504,-0.20166,1.95,0.12,1.83,0.9385
SPY230602C00427000,SPY230602P00411000,2023-05-26,2023-06-02,2023-06-02,7,420.37,428.1,0.19833,-0.20084,1.91,1.13,0.78,0.4084
SPY230606C00427000,SPY230606P00413000,2023-05-30,2023-06-06,2023-06-06,7,420.39,428.01,0.20066,-0.1895,1.78,1.025,0.755,0.4242
SPY230607C00425000,SPY230607P00412000,2023-05-31,2023-06-07,2023-06-07,7,419.01,426.44,0.2049,-0.18692,1.66,1.47,0.19,0.1145
SPY230608C00427000,SPY230608P00415000,2023-06-01,2023-06-08,2023-06-08,7,421.32,429.14,0.19797,-0.1846,1.46,2.16,-0.7,-0.4795
SPY230609C00434000,SPY230609P00423000,2023-06-02,2023-06-09,2023-06-09,7,428.1,430.06,0.20038,-0.19139,1.37,0.01,1.36,0.9927
SPY230612C00433000,SPY230612P00421000,2023-06-05,2023-06-12,2023-06-12,7,427.22,433.43,0.18214,-0.1964,1.2,0.53,0.67,0.5583
SPY230613C00434000,SPY230613P00423000,2023-06-06,2023-06-13,2023-06-13,7,428.01,436.25,0.18696,-0.21152,1.47,2.27,-0.8,-0.5442
SPY230614C00432000,SPY230614P00420000,2023-06-07,2023-06-14,2023-06-14,7,426.44,436.33,0.21745,-0.20797,1.6,4.375,-2.775,-1.7344
SPY230615C00435000,SPY230615P00422000,2023-06-08,2023-06-15,2023-06-15,7,429.14,443.02,0.21603,-0.20925,1.58,8.045,-6.465,-4.0918
SPY230616C00436000,SPY230616P00423000,2023-06-09,2023-06-16,2023-06-16,7,430.06,440.08,0.19638,-0.20024,1.71,4.1,-2.39,-1.3977
SPY230620C00442000,SPY230620P00430000,2023-06-13,2023-06-20,2023-06-20,7,436.25,437.63,0.18979,-0.21667,1.87,0.01,1.86,0.9947
SPY230621C00441000,SPY230621P00431000,2023-06-14,2023-06-21,2023-06-21,7,436.33,435.32,0.20947,-0.21123,1.72,0.01,1.71,0.9942
SPY230622C00448000,SPY230622P00438000,2023-06-15,2023-06-22,2023-06-22,7,443.02,436.15,0.19646,-0.2049,2.12,1.895,0.225,0.1061
SPY230623C00446000,SPY230623P00434000,2023-06-16,2023-06-23,2023-06-23,7,440.08,433.7,0.17879,-0.18582,1.09,0.45,0.64,0.5872
SPY230627C00444000,SPY230627P00432000,2023-06-20,2023-06-27,2023-06-27,7,437.63,436.64,0.18517,-0.19506,1.37,0.01,1.36,0.9927
SPY230628C00441000,SPY230628P00430000,2023-06-21,2023-06-28,2023-06-28,7,435.32,435.49,0.2,-0.19032,1.31,0.01,1.3,0.9924
SPY230629C00441000,SPY230629P00432000,2023-06-22,2023-06-29,2023-06-29,7,436.15,437.22,0.22353,-0.21813,1.49,0.01,1.48,0.9933
SPY230630C00439000,SPY230630P00428000,2023-06-23,2023-06-30,2023-06-30,7,433.7,443.82,0.20856,-0.19237,1.24,4.845,-3.605,-2.9073
SPY230703C00438000,SPY230703P00428000,2023-06-26,2023-07-03,2023-07-03,7,432.11,443.88,0.19057,-0.23254,1.51,5.895,-4.385,-2.904
SPY230705C00440000,SPY230705P00430000,2023-06-28,2023-07-05,2023-07-05,7,435.49,443.44,0.22531,-0.18426,1.26,3.44,-2.18,-1.7302
SPY230706C00442000,SPY230706P00432000,2023-06-29,2023-07-06,2023-07-06,7,437.22,439.53,0.21713,-0.21052,1.33,0.01,1.32,0.9925
SPY230707C00449000,SPY230707P00439000,2023-06-30,2023-07-07,2023-07-07,7,443.82,439.55,0.1862,-0.18814,1.15,0.09,1.06,0.9217
SPY230710C00449000,SPY230710P00438000,2023-07-03,2023-07-10,2023-07-10,7,443.88,438.95,0.17993,-0.19346,1.01,0.03,0.98,0.9703
SPY230712C00449000,SPY230712P00438000,2023-07-05,2023-07-12,2023-07-12,7,443.44,446.1,0.1934,-0.21095,1.52,0.01,1.51,0.9934
SPY230713C00445000,SPY230713P00432000,2023-07-06,2023-07-13,2023-07-13,7,439.53,450.31,0.21705,-0.19023,1.58,5.315,-3.735,-2.3639
SPY230714C00445000,SPY230714P00433000,2023-07-07,2023-07-14,2023-07-14,7,439.55,449.06,0.2028,-0.18991,1.36,4.075,-2.715,-1.9963
SPY230717C00445000,SPY230717P00432000,2023-07-10,2023-07-17,2023-07-17,7,438.95,451.28,0.19613,-0.19623,1.37,6.285,-4.915,-3.5876
SPY230718C00448000,SPY230718P00436000,2023-07-11,2023-07-18,2023-07-18,7,442.0,454.47,0.21496,-0.20375,1.76,6.505,-4.745,-2.696
SPY230719C00452000,SPY230719P00440000,2023-07-12,2023-07-19,2023-07-19,7,446.1,455.44,0.18526,-0.18873,1.1,3.45,-2.35,-2.1364
SPY230720C00456000,SPY230720P00445000,2023-07-13,2023-07-20,2023-07-20,7,450.31,451.99,0.19664,-0.1956,1.41,0.01,1.4,0.9929
SPY230721C00454000,SPY230721P00443000,2023-07-14,2023-07-21,2023-07-21,7,449.06,452.44,0.21841,-0.19842,1.32,0.02,1.3,0.9848
SPY230724C00456000,SPY230724P00446000,2023-07-17,2023-07-24,2023-07-24,7,451.28,454.06,0.21937,-0.20398,1.41,0.01,1.4,0.9929
SPY230725C00460000,SPY230725P00448000,2023-07-18,2023-07-25,2023-07-25,7,454.47,455.67,0.21286,-0.19202,1.26,0.02,1.24,0.9841
SPY230726C00462000,SPY230726P00449000,2023-07-19,2023-07-26,2023-07-26,7,455.44,455.18,0.20853,-0.19092,1.56,0.01,1.55,0.9936
SPY230727C00459000,SPY230727P00446000,2023-07-20,2023-07-27,2023-07-27,7,451.99,451.82,0.18967,-0.21107,1.76,0.01,1.75,0.9943
SPY230728C00459000,SPY230728P00446000,2023-07-21,2023-07-28,2023-07-28,7,452.44,456.45,0.19007,-0.20079,1.51,0.01,1.5,0.9934
SPY230731C00460000,SPY230731P00448000,2023-07-24,2023-07-31,2023-07-31,7,454.06,456.4,0.21876,-0.21266,1.76,0.01,1.75,0.9943
SPY230801C00462000,SPY230801P00449000,2023-07-25,2023-08-01,2023-08-01,7,455.67,456.44,0.21513,-0.18841,1.75,0.01,1.74,0.9943
SPY230802C00461000,SPY230802P00449000,2023-07-26,2023-08-02,2023-08-02,7,455.18,450.19,0.19049,-0.18536,1.26,0.04,1.22,0.9683
SPY230803C00458000,SPY230803P00445000,2023-07-27,2023-08-03,2023-08-03,7,451.82,449.19,0.20867,-0.18858,1.72,0.03,1.69,0.9826
SPY230804C00462000,SPY230804P00451000,2023-07-28,2023-08-04,2023-08-04,7,456.45,446.63,0.20005,-0.20357,1.36,4.385,-3.025,-2.2243
SPY230807C00462000,SPY230807P00451000,2023-07-31,2023-08-07,2023-08-07,7,456.4,449.93,0.20436,-0.21293,1.42,1.09,0.33,0.2324
SPY230808C00462000,SPY230808P00450000,2023-08-01,2023-08-08,2023-08-08,7,456.44,449.12,0.19562,-0.18955,1.4,0.935,0.465,0.3321
SPY230809C00457000,SPY230809P00444000,2023-08-02,2023-08-09,2023-08-09,7,450.19,446.81,0.1922,-0.21468,1.83,0.02,1.81,0.9891
SPY230810C00456000,SPY230810P00441000,2023-08-03,2023-08-10,2023-08-10,7,449.19,445.11,0.20311,-0.19351,1.74,0.02,1.72,0.9885
SPY230811C00454000,SPY230811P00439000,2023-08-04,2023-08-11,2023-08-11,7,446.63,445.5,0.18554,-0.20078,1.89,0.01,1.88,0.9947
SPY230814C00456000,SPY230814P00443000,2023-08-07,2023-08-14,2023-08-14,7,449.93,447.5,0.19682,-0.18998,1.63,0.01,1.62,0.9939
SPY230815C00455000,SPY230815P00442000,2023-08-08,2023-08-15,2023-08-15,7,449.12,442.53,0.22109,-0.19148,1.83,0.17,1.66,0.9071
SPY230816C00454000,SPY230816P00439000,2023-08-09,2023-08-16,2023-08-16,7,446.81,440.32,0.19303,-0.18693,1.81,0.05,1.76,0.9724
SPY230817C00452000,SPY230817P00437000,2023-08-10,2023-08-17,2023-08-17,7,445.11,436.02,0.20819,-0.18813,1.97,1.035,0.935,0.4746
SPY230818C00452000,SPY230818P00438000,2023-08-11,2023-08-18,2023-08-18,7,445.5,437.07,0.1984,-0.19081,1.61,1.01,0.6,0.3727
SPY230821C00454000,SPY230821P00442000,2023-08-14,2023-08-21,2023-08-21,7,447.5,439.82,0.19118,-0.20896,1.74,2.195,-0.455,-0.2615
SPY230822C00450000,SPY230822P00435000,2023-08-15,2023-08-22,2023-08-22,7,442.53,437.72,0.18362,-0.20093,1.77,0.01,1.76,0.9944
SPY230823C00447000,SPY230823P00433000,2023-08-16,2023-08-23,2023-08-23,7,440.32,443.24,0.20869,-0.20248,2.03,0.03,2.0,0.9852
SPY230824C00444000,SPY230824P00427000,2023-08-17,2023-08-24,2023-08-24,7,436.02,437.7,0.19592,-0.19049,1.98,0.01,1.97,0.9949
SPY230825C00445000,SPY230825P00429000,2023-08-18,2023-08-25,2023-08-25,7,437.07,440.69,0.19211,-0.19394,1.99,0.01,1.98,0.995
SPY230828C00447000,SPY230828P00432000,2023-08-21,2023-08-28,2023-08-28,7,439.82,442.63,0.19778,-0.18856,1.87,0.01,1.86,0.9947
SPY230829C00445000,SPY230829P00430000,2023-08-22,2023-08-29,2023-08-29,7,437.72,449.37,0.20771,-0.19536,2.04,4.355,-2.315,-1.1348
SPY230830C00450000,SPY230830P00437000,2023-08-23,2023-08-30,2023-08-30,7,443.24,450.77,0.21412,-0.21314,2.17,0.825,1.345,0.6198
SPY230831C00445000,SPY230831P00430000,2023-08-24,2023-08-31,2023-08-31,7,437.7,451.49,0.20469,-0.19098,1.97,6.5,-4.53,-2.2995
SPY230901C00447500,SPY230901P00434000,2023-08-25,2023-09-01,2023-09-01,7,440.69,450.77,0.19682,-0.19676,1.76,3.35,-1.59,-0.9034
SPY230905C00455000,SPY230905P00443000,2023-08-29,2023-09-05,2023-09-05,7,449.37,450.26,0.20338,-0.20475,1.52,0.01,1.51,0.9934
SPY230906C00456000,SPY230906P00444000,2023-08-30,2023-09-06,2023-09-06,7,450.77,446.13,0.20695,-0.20497,1.295,0.02,1.275,0.9846
SPY230907C00457000,SPY230907P00446000,2023-08-31,2023-09-07,2023-09-07,7,451.49,445.19,0.19269,-0.18194,1.29,0.835,0.455,0.3527
SPY230908C00456000,SPY230908P00446000,2023-09-01,2023-09-08,2023-09-08,7,450.77,445.05,0.18896,-0.20824,1.11,0.965,0.145,0.1306
SPY230912C00456000,SPY230912P00444000,2023-09-05,2023-09-12,2023-09-12,7,450.26,446.01,0.18653,-0.20393,1.21,0.02,1.19,0.9835
SPY230913C00452000,SPY230913P00439000,2023-09-06,2023-09-13,2023-09-13,7,446.13,446.24,0.19539,-0.19184,1.43,0.01,1.42,0.993
SPY230914C00451000,SPY230914P00438000,2023-09-07,2023-09-14,2023-09-14,7,445.19,450.49,0.19844,-0.19385,1.51,0.07,1.44,0.9536
SPY230915C00450000,SPY230915P00438000,2023-09-08,2023-09-15,2023-09-15,7,445.05,443.19,0.20447,-0.18707,1.6,0.02,1.58,0.9875
SPY230918C00453000,SPY230918P00442000,2023-09-11,2023-09-18,2023-09-18,7,448.33,443.2,0.18492,-0.19114,1.51,0.02,1.49,0.9868
SPY230919C00451000,SPY230919P00440000,2023-09-12,2023-09-19,2023-09-19,7,446.01,442.98,0.18662,-0.21647,1.82,0.01,1.81,0.9945
SPY230920C00451000,SPY230920P00441000,2023-09-13,2023-09-20,2023-09-20,7,446.24,439.13,0.18125,-0.21893,1.87,1.855,0.015,0.008
SPY230921C00455000,SPY230921P00446000,2023-09-14,2023-09-21,2023-09-21,7,450.49,432.35,0.18366,-0.23148,1.87,13.64,-11.77,-6.2941
SPY230922C00449000,SPY230922P00436000,2023-09-15,2023-09-22,2023-09-22,7,443.19,431.19,0.19701,-0.18891,1.37,4.8,-3.43,-2.5036
SPY230925C00450000,SPY230925P00437000,2023-09-18,2023-09-25,2023-09-25,7,443.2,431.39,0.18711,-0.18431,1.37,5.61,-4.24,-3.0949
SPY230926C00449000,SPY230926P00437000,2023-09-19,2023-09-26,2023-09-26,7,442.98,425.7,0.20425,-0.21163,1.75,11.28,-9.53,-5.4457
SPY230927C00446000,SPY230927P00433000,2023-09-20,2023-09-27,2023-09-27,7,439.13,425.07,0.19407,-0.21201,1.63,7.925,-6.295,-3.862
SPY230928C00439000,SPY230928P00423000,2023-09-21,2023-09-28,2023-09-28,7,432.35,428.36,0.21034,-0.1935,2.0,0.02,1.98,0.99
SPY230929C00438000,SPY230929P00422000,2023-09-22,2023-09-29,2023-09-29,7,431.19,427.25,0.20114,-0.20097,2.09,0.02,2.07,0.9904
SPY231002C00439000,SPY231002P00424000,2023-09-25,2023-10-02,2023-10-02,7,431.39,426.25,0.18842,-0.20432,2.09,0.02,2.07,0.9904
SPY231003C00434000,SPY231003P00417000,2023-09-26,2023-10-03,2023-10-03,7,425.7,421.08,0.20298,-0.20798,2.38,0.02,2.36,0.9916
SPY231004C00433000,SPY231004P00416000,2023-09-27,2023-10-04,2023-10-04,7,425.07,424.93,0.2091,-0.19159,2.27,0.01,2.26,0.9956
SPY231005C00436000,SPY231005P00420000,2023-09-28,2023-10-05,2023-10-05,7,428.36,424.92,0.20283,-0.19471,2.13,0.01,2.12,0.9953
SPY231006C00435000,SPY231006P00419000,2023-09-29,2023-10-06,2023-10-06,7,427.25,430.44,0.20421,-0.21029,2.17,0.01,2.16,0.9954
SPY231009C00434000,SPY231009P00418000,2023-10-02,2023-10-09,2023-10-09,7,426.25,431.67,0.19732,-0.19087,1.93,0.01,1.92,0.9948
SPY231010C00430000,SPY231010P00412000,2023-10-03,2023-10-10,2023-10-10,7,421.08,434.88,0.18617,-0.19639,2.22,4.905,-2.685,-1.2095
SPY231011C00432000,SPY231011P00417000,2023-10-04,2023-10-11,2023-10-11,7,424.93,436.15,0.21795,-0.20258,2.22,4.17,-1.95,-0.8784
SPY231012C00433000,SPY231012P00416000,2023-10-05,2023-10-12,2023-10-12,7,424.92,433.76,0.19756,-0.18898,2.12,0.875,1.245,0.5873
SPY231013C00438000,SPY231013P00423000,2023-10-06,2023-10-13,2023-10-13,7,430.44,430.69,0.19879,-0.20606,2.08,0.01,2.07,0.9952
SPY231016C00439000,SPY231016P00424000,2023-10-09,2023-10-16,2023-10-16,7,431.67,436.26,0.2111,-0.20397,2.14,0.01,2.13,0.9953
SPY231017C00442000,SPY231017P00427000,2023-10-10,2023-10-17,2023-10-17,7,434.88,434.97,0.20463,-0.2047,2.0,0.01,1.99,0.995
SPY231018C00443000,SPY231018P00428000,2023-10-11,2023-10-18,2023-10-18,7,436.15,429.44,0.20318,-0.19012,1.66,0.12,1.54,0.9277
SPY231019C00441000,SPY231019P00426000,2023-10-12,2023-10-19,2023-10-19,7,433.76,425.87,0.1858,-0.20108,1.78,0.54,1.24,0.6966
SPY231020C00439000,SPY231020P00422000,2023-10-13,2023-10-20,2023-10-20,7,430.69,421.63,0.18648,-0.20768,2.24,0.6,1.64,0.7321
SPY231023C00443000,SPY231023P00428000,2023-10-16,2023-10-23,2023-10-23,7,436.26,421.19,0.19424,-0.19578,1.835,6.83,-4.995,-2.7221
SPY231024C00442000,SPY231024P00426000,2023-10-17,2023-10-24,2023-10-24,7,434.97,424.13,0.20463,-0.19785,2.02,1.975,0.045,0.0223
SPY231025C00438000,SPY231025P00420000,2023-10-18,2023-10-25,2023-10-25,7,429.44,417.6,0.19896,-0.19311999999999999,2.215,2.42,-0.205,-0.0926
SPY231026C00435000,SPY231026P00416000,2023-10-19,2023-10-26,2023-10-26,7,425.87,412.44,0.20471,-0.20691,2.6,3.57,-0.97,-0.3731
SPY231027C00431000,SPY231027P00412000,2023-10-20,2023-10-27,2023-10-27,7,421.63,409.57,0.18709,-0.20164,2.23,2.48,-0.25,-0.1121
SPY231030C00430000,SPY231030P00412000,2023-10-23,2023-10-30,2023-10-30,7,421.19,416.06,0.18636,-0.19446,2.11,0.01,2.1,0.9953
SPY231031C00432000,SPY231031P00416000,2023-10-24,2023-10-31,2023-10-31,7,424.13,417.86,0.2013,-0.20278,2.22,0.02,2.2,0.991
SPY231101C00426000,SPY231101P00408000,2023-10-25,2023-11-01,2023-11-01,7,417.6,423.06,0.20892,-0.19834,2.51,0.01,2.5,0.996
SPY231102C00422000,SPY231102P00403000,2023-10-26,2023-11-02,2023-11-02,7,412.44,430.57,0.20204,-0.2058,2.58,8.545,-5.965,-2.312
SPY231103C00419000,SPY231103P00400000,2023-10-27,2023-11-03,2023-11-03,7,409.57,435.23,0.20822,-0.20404,2.7,16.22,-13.52,-5.0074
SPY231106C00425000,SPY231106P00407000,2023-10-30,2023-11-06,2023-11-06,7,416.06,434.86,0.19133,-0.19543,2.25,9.855,-7.605,-3.38
SPY231107C00426000,SPY231107P00409000,2023-10-31,2023-11-07,2023-11-07,7,417.86,437.55,0.18828,-0.19314,2.145,11.565,-9.42,-4.3916
SPY231108C00430000,SPY231108P00415000,2023-11-01,2023-11-08,2023-11-08,7,423.06,437.6,0.21822,-0.19613,2.05,7.585,-5.535,-2.7
SPY231109C00437000,SPY231109P00424000,2023-11-02,2023-11-09,2023-11-09,7,430.57,433.61,0.20562,-0.21129,1.92,0.01,1.91,0.9948
SPY231110C00441000,SPY231110P00427500,2023-11-03,2023-11-10,2023-11-10,7,435.23,440.49,0.20007,-0.19601,1.59,0.07,1.52,0.956
SPY231113C00441000,SPY231113P00428000,2023-11-06,2023-11-13,2023-11-13,7,434.86,440.65,0.1899,-0.19139,1.43,0.07,1.36,0.951
SPY231114C00444000,SPY231114P00431000,2023-11-07,2023-11-14,2023-11-14,7,437.55,449.48,0.18684,-0.20909,1.53,5.465,-3.935,-2.5719
SPY231115C00444000,SPY231115P00432000,2023-11-08,2023-11-15,2023-11-15,7,437.6,449.86,0.18901,-0.21334,1.64,5.88,-4.24,-2.5854
SPY231116C00440000,SPY231116P00427000,2023-11-09,2023-11-16,2023-11-16,7,433.61,449.93,0.21177,-0.20538,1.9,9.935,-8.035,-4.2289
SPY231117C00447000,SPY231117P00434000,2023-11-10,2023-11-17,2023-11-17,7,440.49,450.4,0.1865,-0.19713,1.53,3.4,-1.87,-1.2222
SPY231120C00447000,SPY231120P00434000,2023-11-13,2023-11-20,2023-11-20,7,440.65,454.81,0.20702,-0.18961,1.71,7.6,-5.89,-3.4444
SPY231121C00456000,SPY231121P00444000,2023-11-14,2023-11-21,2023-11-21,7,449.48,452.98,0.19656,-0.21209,1.68,0.03,1.65,0.9821
SPY231122C00456000,SPY231122P00443000,2023-11-15,2023-11-22,2023-11-22,7,449.86,455.19,0.19587,-0.20122,1.39,0.03,1.36,0.9784
SPY231124C00455000,SPY231124P00445000,2023-11-17,2023-11-24,2023-11-24,7,450.4,454.97,0.22072,-0.20669,1.22,0.12,1.1,0.9016
SPY231127C00460000,SPY231127P00450000,2023-11-20,2023-11-27,2023-11-27,7,454.81,455.05,0.18755,-0.19468,1.08,0.01,1.07,0.9907
SPY231128C00458000,SPY231128P00448000,2023-11-21,2023-11-28,2023-11-28,7,452.98,454.64,0.19599,-0.2103,1.3,0.01,1.29,0.9923
SPY231129C00460000,SPY231129P00451000,2023-11-22,2023-11-29,2023-11-29,7,455.19,454.49,0.17158,-0.20379,1.06,0.01,1.05,0.9906
SPY231201C00460000,SPY231201P00450000,2023-11-24,2023-12-01,2023-12-01,7,454.97,458.78,0.19724,-0.179,1.18,0.03,1.15,0.9746
SPY231204C00460000,SPY231204P00450000,2023-11-27,2023-12-04,2023-12-04,7,455.05,456.38,0.18419,-0.20003,1.11,0.01,1.1,0.991
SPY231205C00460000,SPY231205P00449000,2023-11-28,2023-12-05,2023-12-05,7,454.64,456.2,0.19454,-0.18832,1.11,0.01,1.1,0.991
SPY231206C00460000,SPY231206P00449000,2023-11-29,2023-12-06,2023-12-06,7,454.49,454.86,0.20331,-0.2083,1.4,0.01,1.39,0.9929
SPY231207C00461000,SPY231207P00450000,2023-11-30,2023-12-07,2023-12-07,7,455.28,458.17,0.19977,-0.19957,1.47,0.01,1.46,0.9932
SPY231208C00465000,SPY231208P00453000,2023-12-01,2023-12-08,2023-12-08,7,458.78,460.52,0.19837,-0.19401,1.43,0.01,1.42,0.993
SPY231211C00462000,SPY231211P00451000,2023-12-04,2023-12-11,2023-12-11,7,456.38,461.69,0.21425,-0.20268,1.55,0.07,1.48,0.9548
SPY231212C00463000,SPY231212P00451000,2023-12-05,2023-12-12,2023-12-12,7,456.2,463.82,0.18355,-0.21582,1.61,0.85,0.76,0.472
SPY231213C00462000,SPY231213P00449000,2023-12-06,2023-12-13,2023-12-13,7,454.86,469.75,0.19712,-0.19821,1.84,7.795,-5.955,-3.2364
SPY231214C00466000,SPY231214P00451000,2023-12-07,2023-12-14,2023-12-14,7,458.17,471.39,0.18569,-0.19028,1.78,5.35,-3.57,-2.0056
SPY231215C00467000,SPY231215P00453000,2023-12-08,2023-12-15,2023-12-15,7,460.52,469.11,0.18543,-0.18881,1.79,2.145,-0.355,-0.1983
SPY231218C00467000,SPY231218P00455000,2023-12-11,2023-12-18,2023-12-18,7,461.69,472.35,0.20636,-0.18945,1.895,5.35,-3.455,-1.8232
SPY231219C00468000,SPY231219P00458000,2023-12-12,2023-12-19,2023-12-19,7,463.82,474.24,0.2101,-0.17697,1.675,6.245,-4.57,-2.7284
SPY231220C00474000,SPY231220P00465000,2023-12-13,2023-12-20,2023-12-20,7,469.75,469.57,0.20435,-0.21265,2.055,0.02,2.035,0.9903
SPY231221C00476000,SPY231221P00467000,2023-12-14,2023-12-21,2023-12-21,7,471.39,472.2,0.18056,-0.21174,1.97,0.02,1.95,0.9898
SPY231222C00474000,SPY231222P00464000,2023-12-15,2023-12-22,2023-12-22,7,469.11,473.44,0.19799,-0.20819,1.39,0.14,1.25,0.8993
SPY231226C00479000,SPY231226P00469000,2023-12-19,2023-12-26,2023-12-26,7,474.24,475.9,0.2117,-0.187,1.0,0.01,0.99,0.99
SPY231227C00475000,SPY231227P00465000,2023-12-20,2023-12-27,2023-12-27,7,469.57,475.32,0.22015,-0.20793,1.56,0.49,1.07,0.6859
SPY231228C00478000,SPY231228P00466000,2023-12-21,2023-12-28,2023-12-28,7,472.2,477.17,0.20065,-0.19961,1.445,0.04,1.405,0.9723
SPY231229C00480000,SPY231229P00467000,2023-12-22,2023-12-29,2023-12-29,7,473.44,475.39,0.18471,-0.20621,1.42,0.01,1.41,0.993
SPY240102C00481000,SPY240102P00471000,2023-12-26,2024-01-02,2024-01-02,7,475.9,471.02,0.22027,-0.20978,1.47,0.25,1.22,0.8299
SPY240103C00480000,SPY240103P00470000,2023-12-27,2024-01-03,2024-01-03,7,475.32,469.05,0.2246,-0.18609,1.32,0.99,0.33,0.25
SPY240104C00482000,SPY240104P00471000,2023-12-28,2024-01-04,2024-01-04,7,477.17,468.36,0.20943,-0.19729,1.25,2.52,-1.27,-1.016
SPY240105C00481000,SPY240105P00471000,2023-12-29,2024-01-05,2024-01-05,7,475.39,467.69,0.21205,-0.21785,1.57,3.475,-1.905,-1.2134
SPY240109C00477000,SPY240109P00465000,2024-01-02,2024-01-09,2024-01-09,7,471.02,473.38,0.19526,-0.19439,1.44,0.01,1.43,0.9931
SPY240110C00475000,SPY240110P00463000,2024-01-03,2024-01-10,2024-01-10,7,469.05,476.02,0.21488,-0.20905,1.56,1.085,0.475,0.3045
SPY240111C00475000,SPY240111P00462000,2024-01-04,2024-01-11,2024-01-11,7,468.36,475.87,0.20821,-0.20316,1.66,0.97,0.69,0.4157
SPY240112C00474000,SPY240112P00462000,2024-01-05,2024-01-12,2024-01-12,7,467.69,476.5,0.20307,-0.21288,1.65,2.52,-0.87,-0.5273
SPY240116C00479000,SPY240116P00468000,2024-01-09,2024-01-16,2024-01-16,7,473.38,474.19,0.20599,-0.20282,1.37,0.01,1.36,0.9927
SPY240117C00482000,SPY240117P00470000,2024-01-10,2024-01-17,2024-01-17,7,476.02,471.75,0.19634,-0.21121,1.28,0.02,1.26,0.9844
SPY240118C00481000,SPY240118P00469000,2024-01-11,2024-01-18,2024-01-18,7,475.87,476.31,0.21854,-0.18916,1.175,0.01,1.165,0.9915
SPY240119C00482000,SPY240119P00472000,2024-01-12,2024-01-19,2024-01-19,7,476.5,482.1,0.18545,-0.21794,1.36,0.38,0.98,0.7206
SPY240123C00480000,SPY240123P00468000,2024-01-16,2024-01-23,2024-01-23,7,474.19,484.69,0.21206,-0.18345,1.55,4.55,-3.0,-1.9355
SPY240124C00478000,SPY240124P00464000,2024-01-17,2024-01-24,2024-01-24,7,471.75,486.19,0.19772,-0.19016,1.42,8.19,-6.77,-4.7676
SPY240125C00482000,SPY240125P00470000,2024-01-18,2024-01-25,2024-01-25,7,476.31,486.99,0.21469,-0.19505,1.63,4.78,-3.15,-1.9325
SPY240126C00488000,SPY240126P00475000,2024-01-19,2024-01-26,2024-01-26,7,482.1,487.19,0.19442,-0.19113,1.35,0.08,1.27,0.9407
SPY240129C00490000,SPY240129P00478000,2024-01-22,2024-01-29,2024-01-29,7,483.75,490.45,0.1873,-0.1957,1.3,0.575,0.725,0.5577
SPY240130C00491000,SPY240130P00479000,2024-01-23,2024-01-30,2024-01-30,7,484.69,491.13,0.17937,-0.20659,1.21,0.7,0.51,0.4215
SPY240131C00493000,SPY240131P00480000,2024-01-24,2024-01-31,2024-01-31,7,486.19,483.63,0.18956,-0.2061,1.56,0.01,1.55,0.9936
SPY240201C00494000,SPY240201P00480000,2024-01-25,2024-02-01,2024-02-01,7,486.99,488.76,0.2065,-0.19064,1.845,0.02,1.825,0.9892
