call_id,put_id,date_entry,date_exit,expiration,dte,stock_price_entry,stock_price_exit,call_delta_entry,put_delta_entry,strangle_price_entry,strangle_price_exit,short_strangle_dollar_pnl,short_strangle_pct_pnl
SPY200306C00307500,SPY200306P00266000,2020-02-28,2020-03-06,2020-03-06,7,289.48,295.6,0.19826,-0.20359,5.945,0.01,5.935,0.9983
SPY200309C00316000,SPY200309P00290000,2020-03-02,2020-03-09,2020-03-09,7,305.36,278.2,0.2065,-0.20224,3.72,11.86,-8.14,-2.1882
SPY200311C00321000,SPY200311P00298000,2020-03-04,2020-03-11,2020-03-11,7,311.29,274.71,0.21184,-0.20558,3.415,23.15,-19.735,-5.7789
SPY200313C00309000,SPY200313P00277000,2020-03-06,2020-03-13,2020-03-13,7,295.6,262.41,0.20818,-0.20271,4.86,14.585,-9.725,-2.001
SPY200316C00295000,SPY200316P00257000,2020-03-09,2020-03-16,2020-03-16,7,278.2,245.01,0.1986,-0.20153,5.35,11.965,-6.615,-1.2364
SPY200318C00294000,SPY200318P00252000,2020-03-11,2020-03-18,2020-03-18,7,274.71,233.34,0.19296,-0.19992,5.73,18.57,-12.84,-2.2408
SPY200320C00280000,SPY200320P00238000,2020-03-13,2020-03-20,2020-03-20,7,262.41,231.42,0.20086,-0.20231,6.59,6.975,-0.385,-0.0584
SPY200323C00267000,SPY200323P00216000,2020-03-16,2020-03-23,2020-03-23,7,245.01,221.72,0.20409,-0.20109,7.815,0.325,7.49,0.9584
SPY200325C00256000,SPY200325P00206000,2020-03-18,2020-03-25,2020-03-25,7,233.34,251.79,0.20074,-0.19833,7.415,0.445,6.97,0.94
SPY200327C00253000,SPY200327P00209000,2020-03-20,2020-03-27,2020-03-27,7,231.42,255.85,0.1954,-0.19691,6.01,3.535,2.475,0.4118
SPY200330C00242000,SPY200330P00200000,2020-03-23,2020-03-30,2020-03-30,7,221.72,261.3,0.19656,-0.18234,5.31,19.27,-13.96,-2.629
SPY200331C00262000,SPY200331P00220000,2020-03-24,2020-03-31,2020-03-31,7,241.4,258.05,0.2004,-0.19538,5.64,0.09,5.55,0.984
SPY200401C00272000,SPY200401P00229000,2020-03-25,2020-04-01,2020-04-01,7,251.79,245.0,0.19812,-0.2017,6.05,0.01,6.04,0.9983
SPY200403C00275000,SPY200403P00234000,2020-03-27,2020-04-03,2020-04-03,7,255.85,246.33,0.19668,-0.19768,5.625,0.01,5.615,0.9982
SPY200406C00276000,SPY200406P00242000,2020-03-30,2020-04-06,2020-04-06,7,261.3,263.7,0.20792,-0.19616,4.79,0.01,4.78,0.9979
SPY200408C00260000,SPY200408P00227000,2020-04-01,2020-04-08,2020-04-08,7,245.0,273.02,0.20625,-0.20216,4.77,13.035,-8.265,-1.7327
SPY200409C00263000,SPY200409P00234000,2020-04-02,2020-04-09,2020-04-09,7,250.47,278.61,0.21044,-0.20155,4.27,15.66,-11.39,-2.6674
SPY200413C00274000,SPY200413P00251000,2020-04-06,2020-04-13,2020-04-13,7,263.7,275.58,0.20836,-0.20628,3.4,1.795,1.605,0.4721
SPY200415C00284000,SPY200415P00259000,2020-04-08,2020-04-15,2020-04-15,7,273.02,278.23,0.20894,-0.19952,3.565,0.01,3.555,0.9972
SPY200420C00287000,SPY200420P00262000,2020-04-13,2020-04-20,2020-04-20,7,275.58,282.22,0.19051,-0.19359,3.08,0.01,3.07,0.9968
SPY200422C00290000,SPY200422P00265000,2020-04-15,2020-04-22,2020-04-22,7,278.23,280.21,0.18919,-0.19781,3.23,0.01,3.22,0.9969
SPY200424C00296000,SPY200424P00273000,2020-04-17,2020-04-24,2020-04-24,7,285.71,283.57,0.19423,-0.19861,2.99,0.02,2.97,0.9933
SPY200427C00293000,SPY200427P00269000,2020-04-20,2020-04-27,2020-04-27,7,282.22,288.08,0.20862,-0.20159,3.405,0.01,3.395,0.9971
SPY200429C00291000,SPY200429P00267000,2020-04-22,2020-04-29,2020-04-29,7,280.21,294.49,0.1909,-0.19437,3.045,3.565,-0.52,-0.1708
SPY200501C00292500,SPY200501P00273000,2020-04-24,2020-05-01,2020-05-01,7,283.57,282.54,0.20459,-0.20152,2.725,0.01,2.715,0.9963
SPY200504C00296000,SPY200504P00278000,2020-04-27,2020-05-04,2020-05-04,7,288.08,283.76,0.2042,-0.19603,2.35,0.02,2.33,0.9915
SPY200506C00303000,SPY200506P00284000,2020-04-29,2020-05-06,2020-05-06,7,294.49,284.85,0.18826,-0.19299,2.32,0.19,2.13,0.9181
SPY200508C00292000,SPY200508P00271000,2020-05-01,2020-05-08,2020-05-08,7,282.54,292.35,0.20055,-0.20025,2.905,0.59,2.315,0.7969
SPY200511C00292000,SPY200511P00273000,2020-05-04,2020-05-11,2020-05-11,7,283.76,293.21,0.20581,-0.20052,2.67,1.26,1.41,0.5281
SPY200513C00293000,SPY200513P00274000,2020-05-06,2020-05-13,2020-05-13,7,284.85,280.18,0.20508,-0.20191,2.665,0.01,2.655,0.9962
SPY200515C00299000,SPY200515P00284000,2020-05-08,2020-05-15,2020-05-15,7,292.35,285.07,0.21508,-0.19833,2.23,0.16,2.07,0.9283
SPY200518C00300000,SPY200518P00285000,2020-05-11,2020-05-18,2020-05-18,7,293.21,296.49,0.18959,-0.20212,1.98,0.01,1.97,0.9949
SPY200520C00290000,SPY200520P00268000,2020-05-13,2020-05-20,2020-05-20,7,280.18,297.07,0.18837,-0.19562,2.745,7.045,-4.3,-1.5665
SPY200522C00293000,SPY200522P00274000,2020-05-15,2020-05-22,2020-05-22,7,285.07,295.1,0.19989,-0.19488,2.555,2.12,0.435,0.1703
SPY200526C00301000,SPY200526P00285000,2020-05-19,2020-05-26,2020-05-26,7,293.74,299.43,0.19951,-0.20204,2.19,0.04,2.15,0.9817
SPY200527C00304000,SPY200527P00289000,2020-05-20,2020-05-27,2020-05-27,7,297.07,302.83,0.19709,-0.20494,2.0,0.04,1.96,0.98
SPY200529C00302000,SPY200529P00287000,2020-05-22,2020-05-29,2020-05-29,7,295.1,303.96,0.1888,-0.20299,1.995,2.025,-0.03,-0.015
SPY200603C00309000,SPY200603P00294000,2020-05-27,2020-06-03,2020-06-03,7,302.83,312.74,0.21832,-0.19491,2.13,3.755,-1.625,-0.7629
SPY200605C00311000,SPY200605P00295000,2020-05-29,2020-06-05,2020-06-05,7,303.96,318.64,0.20313,-0.2033,2.25,7.665,-5.415,-2.4067
SPY200608C00313000,SPY200608P00297000,2020-06-01,2020-06-08,2020-06-08,7,305.65,322.35,0.19324,-0.20698,2.24,9.33,-7.09,-3.1652
SPY200610C00320000,SPY200610P00304000,2020-06-03,2020-06-10,2020-06-10,7,312.74,319.89,0.18304,-0.18995,1.875,0.555,1.32,0.704
SPY200612C00326000,SPY200612P00310000,2020-06-05,2020-06-12,2020-06-12,7,318.64,303.33,0.19366,-0.18873,1.96,6.685,-4.725,-2.4107
SPY200615C00330000,SPY200615P00314000,2020-06-08,2020-06-15,2020-06-15,7,322.35,305.51,0.20323,-0.20551,2.26,8.505,-6.245,-2.7633
SPY200617C00328000,SPY200617P00310500,2020-06-10,2020-06-17,2020-06-17,7,319.89,311.54,0.20197,-0.20196,2.395,0.21,2.185,0.9123
SPY200619C00313500,SPY200619P00290000,2020-06-12,2020-06-19,2020-06-19,7,303.33,309.55,0.19853,-0.20503,3.605,0.01,3.595,0.9972
SPY200622C00315000,SPY200622P00293000,2020-06-15,2020-06-22,2020-06-22,7,305.51,310.35,0.18983,-0.19732,3.285,0.01,3.275,0.997
SPY200624C00320000,SPY200624P00299000,2020-06-17,2020-06-24,2020-06-24,7,311.54,305.31,0.20073,-0.19036,3.255,0.01,3.245,0.9969
SPY200626C00319000,SPY200626P00298000,2020-06-19,2020-06-26,2020-06-26,7,309.55,301.04,0.19366,-0.20207,2.81,0.06,2.75,0.9786
SPY200629C00319000,SPY200629P00300000,2020-06-22,2020-06-29,2020-06-29,7,310.35,303.07,0.19947,-0.20242,2.66,0.02,2.64,0.9925
SPY200630C00321000,SPY200630P00301000,2020-06-23,2020-06-30,2020-06-30,7,312.82,308.6,0.19917,-0.19262,2.49,0.01,2.48,0.996
SPY200701C00315000,SPY200701P00293000,2020-06-24,2020-07-01,2020-07-01,7,305.31,311.71,0.18661,-0.19202,2.715,0.01,2.705,0.9963
SPY200702C00316000,SPY200702P00295000,2020-06-25,2020-07-02,2020-07-02,7,306.51,312.74,0.2033,-0.19494,2.805,0.02,2.785,0.9929
SPY200706C00311000,SPY200706P00293000,2020-06-29,2020-07-06,2020-07-06,7,303.07,316.56,0.19368,-0.20411,2.525,5.59,-3.065,-1.2139
SPY200708C00318000,SPY200708P00303000,2020-07-01,2020-07-08,2020-07-08,7,311.71,315.67,0.21663,-0.19891,2.17,0.02,2.15,0.9908
SPY200713C00323000,SPY200713P00308000,2020-07-06,2020-07-13,2020-07-13,7,316.56,316.04,0.21562,-0.19525,2.185,0.02,2.165,0.9908
SPY200715C00322000,SPY200715P00307000,2020-07-08,2020-07-15,2020-07-15,7,315.67,322.06,0.21554,-0.20523,2.25,0.465,1.785,0.7933
SPY200717C00324000,SPY200717P00308000,2020-07-10,2020-07-17,2020-07-17,7,317.35,322.09,0.20786,-0.20136,2.02,0.02,2.0,0.9901
SPY200720C00324000,SPY200720P00306000,2020-07-13,2020-07-20,2020-07-20,7,316.04,324.88,0.20114,-0.20514,2.53,0.94,1.59,0.6285
SPY200722C00330000,SPY200722P00313000,2020-07-15,2020-07-22,2020-07-22,7,322.06,326.74,0.18943,-0.2056,2.29,0.01,2.28,0.9956
SPY200724C00329000,SPY200724P00314000,2020-07-17,2020-07-24,2020-07-24,7,322.09,320.41,0.21436,-0.195,2.01,0.01,2.0,0.995
SPY200727C00331000,SPY200727P00317000,2020-07-20,2020-07-27,2020-07-27,7,324.88,323.1,0.21305,-0.19369,1.92,0.01,1.91,0.9948
SPY200729C00333000,SPY200729P00319000,2020-07-22,2020-07-29,2020-07-29,7,326.74,325.18,0.20223,-0.21028,2.03,0.01,2.02,0.9951
SPY200731C00327000,SPY200731P00312000,2020-07-24,2020-07-31,2020-07-31,7,320.41,325.31,0.20568,-0.20331,2.14,0.03,2.11,0.986
SPY200803C00329000,SPY200803P00315000,2020-07-27,2020-08-03,2020-08-03,7,323.1,329.25,0.21482,-0.19548,1.975,0.465,1.51,0.7646
SPY200805C00331000,SPY200805P00317000,2020-07-29,2020-08-05,2020-08-05,7,325.18,331.71,0.21525,-0.19458,1.96,0.79,1.17,0.5969
SPY200807C00331000,SPY200807P00317000,2020-07-31,2020-08-07,2020-08-07,7,325.31,334.44,0.21429,-0.18835,1.89,3.445,-1.555,-0.8228
SPY200810C00335000,SPY200810P00322000,2020-08-03,2020-08-10,2020-08-10,7,329.25,335.07,0.19819,-0.20344,1.77,0.33,1.44,0.8136
SPY200812C00337000,SPY200812P00325000,2020-08-05,2020-08-12,2020-08-12,7,331.71,337.79,0.19994,-0.20768,1.695,0.895,0.8,0.472
SPY200814C00340000,SPY200814P00328000,2020-08-07,2020-08-14,2020-08-14,7,334.44,336.07,0.18844,-0.21196,1.73,0.01,1.72,0.9942
SPY200817C00340000,SPY200817P00328000,2020-08-10,2020-08-17,2020-08-17,7,335.07,338.01,0.21157,-0.19121,1.63,0.01,1.62,0.9939
SPY200819C00343000,SPY200819P00331000,2020-08-12,2020-08-19,2020-08-19,7,337.79,337.52,0.20902,-0.21246,1.81,0.01,1.8,0.9945
SPY200821C00341000,SPY200821P00329000,2020-08-14,2020-08-21,2020-08-21,7,336.07,339.23,0.21939,-0.1998,1.76,0.03,1.73,0.983
SPY200824C00343000,SPY200824P00332000,2020-08-17,2020-08-24,2020-08-24,7,338.01,342.38,0.187,-0.20225,1.41,0.04,1.37,0.9716
SPY200826C00342000,SPY200826P00330000,2020-08-19,2020-08-26,2020-08-26,7,337.52,347.47,0.21945,-0.20812,1.65,5.465,-3.815,-2.3121
SPY200828C00344000,SPY200828P00332000,2020-08-21,2020-08-28,2020-08-28,7,339.23,350.64,0.1987,-0.19184,1.53,6.705,-5.175,-3.3824
SPY200831C00347000,SPY200831P00336000,2020-08-24,2020-08-31,2020-08-31,7,342.38,350.92,0.20804,-0.20329,1.58,3.84,-2.26,-1.4304
SPY200902C00354000,SPY200902P00339000,2020-08-26,2020-09-02,2020-09-02,7,347.47,358.4,0.1894,-0.201,1.58,4.47,-2.89,-1.8291
SPY200904C00356000,SPY200904P00343000,2020-08-28,2020-09-04,2020-09-04,7,350.64,343.68,0.21563,-0.19735,1.58,0.57,1.01,0.6392
SPY200908C00357000,SPY200908P00345000,2020-09-01,2020-09-08,2020-09-08,7,351.92,334.54,0.20384,-0.21001,1.61,10.46,-8.85,-5.4969
SPY200909C00365000,SPY200909P00350000,2020-09-02,2020-09-09,2020-09-09,7,358.4,340.86,0.20751,-0.20298,1.78,9.175,-7.395,-4.1545
SPY200911C00353000,SPY200911P00332000,2020-09-04,2020-09-11,2020-09-11,7,343.68,333.93,0.20152,-0.20371,2.875,0.11,2.765,0.9617
SPY200916C00350000,SPY200916P00330000,2020-09-09,2020-09-16,2020-09-16,7,340.86,340.1,0.20457,-0.20417,2.77,0.01,2.76,0.9964
SPY200918C00342000,SPY200918P00323000,2020-09-11,2020-09-18,2020-09-18,7,333.93,331.42,0.19761,-0.20126,2.83,0.01,2.82,0.9965
SPY200921C00346000,SPY200921P00330000,2020-09-14,2020-09-21,2020-09-21,7,339.26,325.58,0.19227,-0.20369,2.515,4.41,-1.895,-0.7535
SPY200923C00346000,SPY200923P00332000,2020-09-16,2020-09-23,2020-09-23,7,340.1,323.39,0.20117,-0.20995,2.59,8.54,-5.95,-2.2973
SPY200925C00339000,SPY200925P00322000,2020-09-18,2020-09-25,2020-09-25,7,331.42,328.26,0.20609,-0.19617,2.31,0.01,2.3,0.9957
SPY200928C00334000,SPY200928P00316000,2020-09-21,2020-09-28,2020-09-28,7,325.58,334.18,0.20139,-0.20284,2.41,0.465,1.945,0.8071
SPY200930C00332000,SPY200930P00314000,2020-09-23,2020-09-30,2020-09-30,7,323.39,334.71,0.19368,-0.20308,2.525,2.76,-0.235,-0.0931
SPY201002C00336000,SPY201002P00318000,2020-09-25,2020-10-02,2020-10-02,7,328.26,334.77,0.2076,-0.20052,2.415,0.1,2.315,0.9586
SPY201005C00342000,SPY201005P00325000,2020-09-28,2020-10-05,2020-10-05,7,334.18,339.54,0.1966,-0.20061,2.26,0.02,2.24,0.9912
SPY201007C00343000,SPY201007P00325000,2020-09-30,2020-10-07,2020-10-07,7,334.71,341.05,0.20356,-0.20231,2.495,0.02,2.475,0.992
SPY201009C00343000,SPY201009P00325000,2020-10-02,2020-10-09,2020-10-09,7,334.77,346.51,0.19241,-0.1921,2.255,3.515,-1.26,-0.5588
SPY201012C00347000,SPY201012P00331000,2020-10-05,2020-10-12,2020-10-12,7,339.54,352.73,0.20021,-0.20315,2.185,5.785,-3.6,-1.6476
SPY201014C00348000,SPY201014P00333000,2020-10-07,2020-10-14,2020-10-14,7,341.05,348.74,0.20464,-0.20057,2.305,0.89,1.415,0.6139
SPY201016C00353000,SPY201016P00339000,2020-10-09,2020-10-16,2020-10-16,7,346.51,348.46,0.2029,-0.19933,1.89,0.01,1.88,0.9947
SPY201019C00360000,SPY201019P00344000,2020-10-12,2020-10-19,2020-10-19,7,352.73,342.11,0.18697,-0.19727,1.73,1.855,-0.125,-0.0723
SPY201021C00356000,SPY201021P00341000,2020-10-14,2020-10-21,2020-10-21,7,348.74,343.11,0.196,-0.21017,2.1,0.06,2.04,0.9714
SPY201023C00356000,SPY201023P00340000,2020-10-16,2020-10-23,2020-10-23,7,348.46,345.48,0.19069,-0.19804,1.94,0.01,1.93,0.9948
SPY201026C00350000,SPY201026P00333000,2020-10-19,2020-10-26,2020-10-26,7,342.11,337.89,0.19575,-0.19922,2.195,0.02,2.175,0.9909
SPY201028C00351000,SPY201028P00334000,2020-10-21,2020-10-28,2020-10-28,7,343.11,328.28,0.20344,-0.19355,2.16,5.745,-3.585,-1.6597
SPY201030C00353000,SPY201030P00337000,2020-10-23,2020-10-30,2020-10-30,7,345.48,324.62,0.19033,-0.19686,2.015,12.375,-10.36,-5.1414
SPY201102C00347000,SPY201102P00325000,2020-10-26,2020-11-02,2020-11-02,7,337.89,328.99,0.2048,-0.16384,2.285,0.03,2.255,0.9869
SPY201104C00343000,SPY201104P00310000,2020-10-28,2020-11-04,2020-11-04,7,328.28,344.0,0.19244,-0.17876,3.93,1.345,2.585,0.6578
SPY201106C00338000,SPY201106P00306000,2020-10-30,2020-11-06,2020-11-06,7,324.62,351.15,0.20219,-0.19703,4.165,13.21,-9.045,-2.1717
SPY201109C00342000,SPY201109P00312000,2020-11-02,2020-11-09,2020-11-09,7,328.99,357.92,0.20516,-0.19734,4.34,16.025,-11.685,-2.6924
SPY201111C00354000,SPY201111P00331000,2020-11-04,2020-11-11,2020-11-11,7,344.0,356.2,0.20612,-0.19861,3.055,2.195,0.86,0.2815
SPY201113C00359000,SPY201113P00341000,2020-11-06,2020-11-13,2020-11-13,7,351.15,358.52,0.20352,-0.1931,2.36,0.25,2.11,0.8941
SPY201116C00366000,SPY201116P00348000,2020-11-09,2020-11-16,2020-11-16,7,357.92,361.29,0.20884,-0.203,2.43,0.01,2.42,0.9959
SPY201118C00363000,SPY201118P00348000,2020-11-11,2020-11-18,2020-11-18,7,356.2,357.85,0.21315,-0.20568,2.345,0.01,2.335,0.9957
SPY201120C00366000,SPY201120P00349000,2020-11-13,2020-11-20,2020-11-20,7,358.52,356.51,0.19532,-0.20496,2.175,0.01,2.165,0.9954
SPY201123C00368000,SPY201123P00354000,2020-11-16,2020-11-23,2020-11-23,7,361.29,357.71,0.18643,-0.20494,1.97,0.01,1.96,0.9949
SPY201125C00364000,SPY201125P00350000,2020-11-18,2020-11-25,2020-11-25,7,357.85,362.9,0.20666,-0.1975,2.07,0.03,2.04,0.9855
SPY201127C00362500,SPY201127P00349000,2020-11-20,2020-11-27,2020-11-27,7,356.51,363.12,0.19937,-0.19263,1.71,0.765,0.945,0.5526
SPY201130C00363000,SPY201130P00351000,2020-11-23,2020-11-30,2020-11-30,7,357.71,361.55,0.21947,-0.20227,1.85,0.07,1.78,0.9622
SPY201202C00368000,SPY201202P00356000,2020-11-25,2020-12-02,2020-12-02,7,362.9,366.62,0.21515,-0.19651,1.635,0.03,1.605,0.9817
SPY201204C00370000,SPY201204P00355000,2020-11-27,2020-12-04,2020-12-04,7,363.12,369.3,0.1832,-0.20441,1.77,0.15,1.62,0.9153
SPY201207C00368000,SPY201207P00354000,2020-11-30,2020-12-07,2020-12-07,7,361.55,368.15,0.20289,-0.20837,1.945,0.37,1.575,0.8098
SPY201209C00373000,SPY201209P00358000,2020-12-02,2020-12-09,2020-12-09,7,366.62,367.02,0.1943,-0.19258,1.645,0.01,1.635,0.9939
SPY201211C00375000,SPY201211P00362000,2020-12-04,2020-12-11,2020-12-11,7,369.3,365.86,0.20602,-0.20983,1.7,0.02,1.68,0.9882
SPY201214C00373000,SPY201214P00361000,2020-12-07,2020-12-14,2020-12-14,7,368.15,365.12,0.21516,-0.20672,1.73,0.01,1.72,0.9942
SPY201216C00373000,SPY201216P00359000,2020-12-09,2020-12-16,2020-12-16,7,367.02,370.73,0.21192,-0.19611,1.96,0.02,1.94,0.9898
SPY201218C00371000,SPY201218P00356000,2020-12-11,2020-12-18,2020-12-18,7,365.86,368.29,0.21382,-0.19478,2.28,0.135,2.145,0.9408
SPY201221C00371000,SPY201221P00356000,2020-12-14,2020-12-21,2020-12-21,7,365.12,367.15,0.19088,-0.19843,2.395,0.01,2.385,0.9958
SPY201223C00375000,SPY201223P00364000,2020-12-16,2020-12-23,2020-12-23,7,370.73,369.01,0.21822,-0.20536,2.38,0.01,2.37,0.9958
SPY201224C00376000,SPY201224P00366000,2020-12-17,2020-12-24,2020-12-24,7,371.96,368.45,0.20462,-0.2032,2.24,0.02,2.22,0.9911
SPY201228C00373000,SPY201228P00359000,2020-12-21,2020-12-28,2020-12-28,7,367.15,372.23,0.20875,-0.20226,2.03,0.06,1.97,0.9704
SPY201230C00374000,SPY201230P00362000,2020-12-23,2020-12-30,2020-12-30,7,369.01,371.96,0.183,-0.20789,1.475,0.02,1.455,0.9864
SPY201231C00374000,SPY201231P00362000,2020-12-24,2020-12-31,2020-12-31,7,368.45,373.32,0.19061,-0.20803,1.61,0.15,1.46,0.9068
SPY210104C00377000,SPY210104P00366000,2020-12-28,2021-01-04,2021-01-04,7,372.23,368.85,0.2068,-0.19942,1.515,0.04,1.475,0.9736
SPY210106C00378000,SPY210106P00363000,2020-12-30,2021-01-06,2021-01-06,7,371.96,373.61,0.21113,-0.19349,2.015,0.03,1.985,0.9851
SPY210111C00377000,SPY210111P00358000,2021-01-04,2021-01-11,2021-01-11,7,368.85,378.71,0.20029,-0.20422,2.72,1.745,0.975,0.3585
SPY210113C00381000,SPY210113P00362000,2021-01-06,2021-01-13,2021-01-13,7,373.61,380.3,0.19786,-0.19867,2.51,0.08,2.43,0.9681
SPY210115C00387000,SPY210115P00373000,2021-01-08,2021-01-15,2021-01-15,7,381.02,375.74,0.19741,-0.19973,1.88,0.06,1.82,0.9681
SPY210119C00385000,SPY210119P00371000,2021-01-12,2021-01-19,2021-01-19,7,379.12,379.05,0.19166,-0.19695,1.78,0.01,1.77,0.9944
SPY210120C00386000,SPY210120P00373000,2021-01-13,2021-01-20,2021-01-20,7,380.3,384.76,0.19071,-0.19522,1.77,0.02,1.75,0.9887
SPY210122C00382500,SPY210122P00367000,2021-01-15,2021-01-22,2021-01-22,7,375.74,383.92,0.19136,-0.20793,2.09,1.46,0.63,0.3014
SPY210127C00391000,SPY210127P00377000,2021-01-20,2021-01-27,2021-01-27,7,384.76,373.14,0.17854,-0.20455,1.76,3.915,-2.155,-1.2244
SPY210129C00389000,SPY210129P00377000,2021-01-22,2021-01-29,2021-01-29,7,383.92,370.9,0.21357,-0.19932,1.88,6.105,-4.225,-2.2473
SPY210201C00390000,SPY210201P00376000,2021-01-25,2021-02-01,2021-02-01,7,383.64,376.78,0.18332,-0.2043,1.95,0.22,1.73,0.8872
SPY210203C00385000,SPY210203P00357000,2021-01-27,2021-02-03,2021-02-03,7,373.14,382.76,0.18821,-0.19899,3.745,0.02,3.725,0.9947
SPY210205C00380000,SPY210205P00357000,2021-01-29,2021-02-05,2021-02-05,7,370.9,387.53,0.21525,-0.20463,3.57,7.47,-3.9,-1.0924
SPY210208C00385000,SPY210208P00365000,2021-02-01,2021-02-08,2021-02-08,7,376.78,389.65,0.18941,-0.19928,2.495,4.64,-2.145,-0.8597
SPY210210C00389000,SPY210210P00374000,2021-02-03,2021-02-10,2021-02-10,7,382.76,389.6,0.19035,-0.19614,1.97,0.89,1.08,0.5482
SPY210212C00392500,SPY210212P00380000,2021-02-05,2021-02-12,2021-02-12,7,387.53,391.88,0.21027,-0.20447,1.65,0.11,1.54,0.9333
SPY210216C00396000,SPY210216P00384000,2021-02-09,2021-02-16,2021-02-16,7,390.74,392.66,0.20122,-0.19226,1.57,0.01,1.56,0.9936
SPY210217C00395000,SPY210217P00380000,2021-02-10,2021-02-17,2021-02-17,7,389.6,392.29,0.20988,-0.19511,1.835,0.02,1.815,0.9891
SPY210219C00397000,SPY210219P00385000,2021-02-12,2021-02-19,2021-02-19,7,391.88,390.43,0.18494,-0.18725,1.38,0.02,1.36,0.9855
SPY210224C00398000,SPY210224P00383000,2021-02-17,2021-02-24,2021-02-24,7,392.29,391.77,0.20066,-0.19231,1.68,0.01,1.67,0.994
SPY210226C00396000,SPY210226P00382500,2021-02-19,2021-02-26,2021-02-26,7,390.43,384.1,0.21344,-0.19529,1.9,0.3,1.6,0.8421
SPY210301C00394000,SPY210301P00379000,2021-02-22,2021-03-01,2021-03-01,7,387.77,389.71,0.19792,-0.19092,1.96,0.01,1.95,0.9949
SPY210303C00398000,SPY210303P00383000,2021-02-24,2021-03-03,2021-03-03,7,391.77,383.35,0.18438,-0.18976,1.785,0.565,1.22,0.6835
SPY210305C00392500,SPY210305P00372500,2021-02-26,2021-03-05,2021-03-05,7,384.1,384.31,0.20113,-0.20327,2.8,0.01,2.79,0.9964
SPY210308C00397000,SPY210308P00380000,2021-03-01,2021-03-08,2021-03-08,7,389.71,383.71,0.19087,-0.20502,2.3,0.03,2.27,0.987
SPY210310C00392000,SPY210310P00372000,2021-03-03,2021-03-10,2021-03-10,7,383.35,390.01,0.18478,-0.19773,2.515,0.03,2.485,0.9881
SPY210312C00392000,SPY210312P00373000,2021-03-05,2021-03-12,2021-03-12,7,384.31,393.96,0.1987,-0.19253,2.435,1.965,0.47,0.193
SPY210315C00392000,SPY210315P00372000,2021-03-08,2021-03-15,2021-03-15,7,383.71,395.39,0.19056,-0.1934,2.46,3.39,-0.93,-0.378
SPY210317C00397000,SPY210317P00380000,2021-03-10,2021-03-17,2021-03-17,7,390.01,396.76,0.20008,-0.2032,2.3,0.395,1.905,0.8283
SPY210319C00400000,SPY210319P00386000,2021-03-12,2021-03-19,2021-03-19,7,393.96,391.15,0.19118,-0.20895,2.21,0.02,2.19,0.991
SPY210322C00400000,SPY210322P00388000,2021-03-15,2021-03-22,2021-03-22,7,395.39,392.67,0.21622,-0.19189,2.04,0.01,2.03,0.9951
SPY210324C00402000,SPY210324P00390000,2021-03-17,2021-03-24,2021-03-24,7,396.76,388.92,0.19304,-0.19528,2.16,1.185,0.975,0.4514
SPY210326C00397000,SPY210326P00382500,2021-03-19,2021-03-26,2021-03-26,7,391.15,393.54,0.1984,-0.19747,1.81,0.02,1.79,0.989
SPY210329C00398000,SPY210329P00386000,2021-03-22,2021-03-29,2021-03-29,7,392.67,395.83,0.21149,-0.21096,1.835,0.03,1.805,0.9837
SPY210331C00395000,SPY210331P00381000,2021-03-24,2021-03-31,2021-03-31,7,388.92,396.71,0.21683,-0.2061,2.09,1.875,0.215,0.1029
SPY210401C00396000,SPY210401P00382000,2021-03-25,2021-04-01,2021-04-01,7,389.98,399.82,0.20369,-0.19557,1.865,3.825,-1.96,-1.0509
SPY210405C00402000,SPY210405P00388000,2021-03-29,2021-04-05,2021-04-05,7,395.83,406.38,0.19342,-0.20533,1.9,4.39,-2.49,-1.3105
SPY210407C00402000,SPY210407P00390000,2021-03-31,2021-04-07,2021-04-07,7,396.71,406.65,0.19873,-0.2042,1.645,4.675,-3.03,-1.8419
SPY210412C00412000,SPY210412P00400000,2021-04-05,2021-04-12,2021-04-12,7,406.38,411.71,0.19369,-0.20494,1.59,0.22,1.37,0.8616
SPY210414C00412000,SPY210414P00400000,2021-04-07,2021-04-14,2021-04-14,7,406.65,411.1,0.19186,-0.20582,1.52,0.1,1.42,0.9342
SPY210416C00416000,SPY210416P00404000,2021-04-09,2021-04-16,2021-04-16,7,410.82,417.46,0.20065,-0.20804,1.47,1.49,-0.02,-0.0136
SPY210419C00417000,SPY210419P00405000,2021-04-12,2021-04-19,2021-04-19,7,411.71,414.71,0.20276,-0.18763,1.42,0.02,1.4,0.9859
SPY210421C00416000,SPY210421P00404000,2021-04-14,2021-04-21,2021-04-21,7,411.1,416.01,0.22287,-0.205,1.7,0.28,1.42,0.8353
SPY210423C00422000,SPY210423P00411000,2021-04-16,2021-04-23,2021-04-23,7,417.46,417.27,0.20872,-0.19908,1.52,0.01,1.51,0.9934
SPY210426C00420000,SPY210426P00408000,2021-04-19,2021-04-26,2021-04-26,7,414.71,417.73,0.19079,-0.20777,1.65,0.02,1.63,0.9879
SPY210428C00421000,SPY210428P00409000,2021-04-21,2021-04-28,2021-04-28,7,416.01,417.88,0.2136,-0.19432,1.66,0.02,1.64,0.988
SPY210430C00422500,SPY210430P00411000,2021-04-23,2021-04-30,2021-04-30,7,417.27,416.52,0.18884,-0.20764,1.535,0.02,1.515,0.987
